ProdutoID;Nome;Descrição;Preço;Estoque;CategoriaID;FornecedorID
4755;Produto 4755;Descrição do Produto 4755;845.31;129;7;2
4756;Produto 4756;Descrição do Produto 4756;906.05;11;5;5
4757;Produto 4757;Descrição do Produto 4757;417.8;75;7;4
4758;Produto 4758;Descrição do Produto 4758;492.69;98;7;3
4759;Produto 4759;Descrição do Produto 4759;372.16;413;1;5
4760;Produto 4760;Descrição do Produto 4760;859.08;446;3;3
4761;Produto 4761;Descrição do Produto 4761;900.62;28;3;1
4762;Produto 4762;Descrição do Produto 4762;840.67;237;4;2
4763;Produto 4763;Descrição do Produto 4763;662.89;17;3;4
4764;Produto 4764;Descrição do Produto 4764;986.93;471;5;4
4765;Produto 4765;Descrição do Produto 4765;276.47;169;5;2
4766;Produto 4766;Descrição do Produto 4766;217.68;177;2;2
4767;Produto 4767;Descrição do Produto 4767;855.96;206;2;3
4768;Produto 4768;Descrição do Produto 4768;434.32;64;5;5
4769;Produto 4769;Descrição do Produto 4769;823.91;378;7;2
4770;Produto 4770;Descrição do Produto 4770;459.06;160;9;4
4771;Produto 4771;Descrição do Produto 4771;544.79;412;4;2
4772;Produto 4772;Descrição do Produto 4772;225.32;77;4;4
4773;Produto 4773;Descrição do Produto 4773;101.64;405;8;5
4774;Produto 4774;Descrição do Produto 4774;690.92;358;9;4
4775;Produto 4775;Descrição do Produto 4775;564.4;465;10;2
4776;Produto 4776;Descrição do Produto 4776;71.18;116;6;1
4777;Produto 4777;Descrição do Produto 4777;737.33;418;4;1
4778;Produto 4778;Descrição do Produto 4778;448.54;136;5;3
4779;Produto 4779;Descrição do Produto 4779;524.8;105;9;2
4780;Produto 4780;Descrição do Produto 4780;618.44;183;6;1
4781;Produto 4781;Descrição do Produto 4781;408.37;190;5;1
4782;Produto 4782;Descrição do Produto 4782;461.19;404;3;4
4783;Produto 4783;Descrição do Produto 4783;721.04;38;4;3
4784;Produto 4784;Descrição do Produto 4784;760.16;19;5;5
4785;Produto 4785;Descrição do Produto 4785;187.75;176;9;5
4786;Produto 4786;Descrição do Produto 4786;824.61;271;10;3
4787;Produto 4787;Descrição do Produto 4787;138.32;14;3;5
4788;Produto 4788;Descrição do Produto 4788;252.55;130;9;4
4789;Produto 4789;Descrição do Produto 4789;834.12;494;9;2
4790;Produto 4790;Descrição do Produto 4790;333.33;307;5;1
4791;Produto 4791;Descrição do Produto 4791;523.83;186;7;1
4792;Produto 4792;Descrição do Produto 4792;486.68;369;6;5
4793;Produto 4793;Descrição do Produto 4793;850.58;436;3;1
4794;Produto 4794;Descrição do Produto 4794;334.9;32;2;3
4795;Produto 4795;Descrição do Produto 4795;526.54;161;1;5
4796;Produto 4796;Descrição do Produto 4796;307.82;247;5;2
4797;Produto 4797;Descrição do Produto 4797;271.17;216;8;3
4798;Produto 4798;Descrição do Produto 4798;660.8;175;10;3
4799;Produto 4799;Descrição do Produto 4799;436.52;373;7;5
4800;Produto 4800;Descrição do Produto 4800;127.78;10;1;5
4801;Produto 4801;Descrição do Produto 4801;634.45;214;2;3
4802;Produto 4802;Descrição do Produto 4802;559.96;149;4;1
4803;Produto 4803;Descrição do Produto 4803;53.53;184;3;2
4804;Produto 4804;Descrição do Produto 4804;865.72;315;7;1
4805;Produto 4805;Descrição do Produto 4805;469.76;307;4;2
4806;Produto 4806;Descrição do Produto 4806;927.9;16;7;4
4807;Produto 4807;Descrição do Produto 4807;884.56;65;6;4
4808;Produto 4808;Descrição do Produto 4808;945.61;484;10;4
4809;Produto 4809;Descrição do Produto 4809;911.61;333;7;4
4810;Produto 4810;Descrição do Produto 4810;61.0;481;4;1
4811;Produto 4811;Descrição do Produto 4811;356.56;326;2;4
4812;Produto 4812;Descrição do Produto 4812;130.02;445;8;5
4813;Produto 4813;Descrição do Produto 4813;230.12;441;2;2
4814;Produto 4814;Descrição do Produto 4814;71.37;258;6;5
4815;Produto 4815;Descrição do Produto 4815;490.84;432;4;4
4816;Produto 4816;Descrição do Produto 4816;145.44;31;4;5
4817;Produto 4817;Descrição do Produto 4817;324.53;163;4;2
4818;Produto 4818;Descrição do Produto 4818;644.58;108;5;4
4819;Produto 4819;Descrição do Produto 4819;331.98;448;9;3
4820;Produto 4820;Descrição do Produto 4820;197.68;350;4;4
4821;Produto 4821;Descrição do Produto 4821;167.4;475;3;2
4822;Produto 4822;Descrição do Produto 4822;845.0;316;10;1
4823;Produto 4823;Descrição do Produto 4823;814.38;500;2;5
4824;Produto 4824;Descrição do Produto 4824;369.37;406;10;5
4825;Produto 4825;Descrição do Produto 4825;39.14;168;5;4
4826;Produto 4826;Descrição do Produto 4826;959.85;328;8;5
4827;Produto 4827;Descrição do Produto 4827;257.62;421;5;1
4828;Produto 4828;Descrição do Produto 4828;542.82;153;2;4
4829;Produto 4829;Descrição do Produto 4829;193.39;103;5;1
4830;Produto 4830;Descrição do Produto 4830;986.07;482;10;5
4831;Produto 4831;Descrição do Produto 4831;201.94;165;7;4
4832;Produto 4832;Descrição do Produto 4832;867.94;349;9;2
4833;Produto 4833;Descrição do Produto 4833;154.6;271;5;4
4834;Produto 4834;Descrição do Produto 4834;950.9;75;10;4
4835;Produto 4835;Descrição do Produto 4835;645.98;338;4;3
4836;Produto 4836;Descrição do Produto 4836;106.08;361;2;5
4837;Produto 4837;Descrição do Produto 4837;33.85;120;2;3
4838;Produto 4838;Descrição do Produto 4838;514.19;303;4;3
4839;Produto 4839;Descrição do Produto 4839;646.61;354;4;2
4840;Produto 4840;Descrição do Produto 4840;953.42;54;10;2
4841;Produto 4841;Descrição do Produto 4841;791.88;432;4;4
4842;Produto 4842;Descrição do Produto 4842;710.76;155;9;1
4843;Produto 4843;Descrição do Produto 4843;946.08;8;4;5
4844;Produto 4844;Descrição do Produto 4844;399.47;494;5;3
4845;Produto 4845;Descrição do Produto 4845;342.16;322;10;1
4846;Produto 4846;Descrição do Produto 4846;805.38;12;6;3
4847;Produto 4847;Descrição do Produto 4847;96.7;270;1;4
4848;Produto 4848;Descrição do Produto 4848;687.64;86;4;1
4849;Produto 4849;Descrição do Produto 4849;219.7;381;3;5
4850;Produto 4850;Descrição do Produto 4850;778.32;179;10;2
4851;Produto 4851;Descrição do Produto 4851;258.77;379;10;2
4852;Produto 4852;Descrição do Produto 4852;736.02;195;6;1
4853;Produto 4853;Descrição do Produto 4853;243.51;418;1;5
4854;Produto 4854;Descrição do Produto 4854;327.61;125;9;4
4855;Produto 4855;Descrição do Produto 4855;791.64;221;2;2
4856;Produto 4856;Descrição do Produto 4856;55.67;418;4;2
4857;Produto 4857;Descrição do Produto 4857;975.55;479;6;1
4858;Produto 4858;Descrição do Produto 4858;30.81;167;2;3
4859;Produto 4859;Descrição do Produto 4859;463.3;323;2;4
4860;Produto 4860;Descrição do Produto 4860;618.57;396;10;5
4861;Produto 4861;Descrição do Produto 4861;832.02;69;6;3
4862;Produto 4862;Descrição do Produto 4862;841.63;290;3;3
4863;Produto 4863;Descrição do Produto 4863;111.8;251;6;5
4864;Produto 4864;Descrição do Produto 4864;573.87;132;6;5
4865;Produto 4865;Descrição do Produto 4865;370.84;71;5;2
4866;Produto 4866;Descrição do Produto 4866;130.28;156;4;3
4867;Produto 4867;Descrição do Produto 4867;18.99;302;4;1
4868;Produto 4868;Descrição do Produto 4868;661.43;398;3;3
4869;Produto 4869;Descrição do Produto 4869;681.03;260;3;3
4870;Produto 4870;Descrição do Produto 4870;100.53;271;4;2
4871;Produto 4871;Descrição do Produto 4871;461.27;479;3;2
4872;Produto 4872;Descrição do Produto 4872;685.55;373;7;2
4873;Produto 4873;Descrição do Produto 4873;150.47;346;4;2
4874;Produto 4874;Descrição do Produto 4874;228.66;13;5;2
4875;Produto 4875;Descrição do Produto 4875;66.31;287;9;2
4876;Produto 4876;Descrição do Produto 4876;985.83;326;3;3
4877;Produto 4877;Descrição do Produto 4877;134.8;175;2;4
4878;Produto 4878;Descrição do Produto 4878;487.75;249;6;2
4879;Produto 4879;Descrição do Produto 4879;670.48;308;9;2
4880;Produto 4880;Descrição do Produto 4880;936.26;120;6;2
4881;Produto 4881;Descrição do Produto 4881;572.69;282;2;4
4882;Produto 4882;Descrição do Produto 4882;723.55;373;2;2
4883;Produto 4883;Descrição do Produto 4883;892.79;486;6;2
4884;Produto 4884;Descrição do Produto 4884;427.83;203;6;3
4885;Produto 4885;Descrição do Produto 4885;506.3;277;4;2
4886;Produto 4886;Descrição do Produto 4886;559.18;445;6;2
4887;Produto 4887;Descrição do Produto 4887;159.49;258;2;3
4888;Produto 4888;Descrição do Produto 4888;663.02;58;2;5
4889;Produto 4889;Descrição do Produto 4889;563.93;251;5;2
4890;Produto 4890;Descrição do Produto 4890;67.31;253;2;3
4891;Produto 4891;Descrição do Produto 4891;191.31;94;10;3
4892;Produto 4892;Descrição do Produto 4892;813.97;128;1;2
4893;Produto 4893;Descrição do Produto 4893;501.87;486;2;5
4894;Produto 4894;Descrição do Produto 4894;852.22;358;6;3
4895;Produto 4895;Descrição do Produto 4895;97.46;357;3;2
4896;Produto 4896;Descrição do Produto 4896;207.91;422;3;2
4897;Produto 4897;Descrição do Produto 4897;139.3;19;5;1
4898;Produto 4898;Descrição do Produto 4898;446.41;345;8;4
4899;Produto 4899;Descrição do Produto 4899;362.66;479;2;5
4900;Produto 4900;Descrição do Produto 4900;169.38;119;8;4
4901;Produto 4901;Descrição do Produto 4901;898.24;339;4;1
4902;Produto 4902;Descrição do Produto 4902;978.08;276;9;5
4903;Produto 4903;Descrição do Produto 4903;701.57;95;9;1
4904;Produto 4904;Descrição do Produto 4904;898.77;248;9;3
4905;Produto 4905;Descrição do Produto 4905;734.54;180;10;4
4906;Produto 4906;Descrição do Produto 4906;783.77;491;9;2
4907;Produto 4907;Descrição do Produto 4907;459.65;324;8;2
4908;Produto 4908;Descrição do Produto 4908;831.18;427;10;3
4909;Produto 4909;Descrição do Produto 4909;412.55;342;3;1
4910;Produto 4910;Descrição do Produto 4910;495.03;132;8;1
4911;Produto 4911;Descrição do Produto 4911;469.28;48;8;3
4912;Produto 4912;Descrição do Produto 4912;775.21;66;4;2
4913;Produto 4913;Descrição do Produto 4913;983.95;59;5;5
4914;Produto 4914;Descrição do Produto 4914;107.19;122;10;5
4915;Produto 4915;Descrição do Produto 4915;17.65;26;7;5
4916;Produto 4916;Descrição do Produto 4916;525.18;255;2;4
4917;Produto 4917;Descrição do Produto 4917;678.43;103;8;4
4918;Produto 4918;Descrição do Produto 4918;491.51;55;4;2
4919;Produto 4919;Descrição do Produto 4919;527.59;287;9;1
4920;Produto 4920;Descrição do Produto 4920;46.94;52;3;1
4921;Produto 4921;Descrição do Produto 4921;582.4;371;6;1
4922;Produto 4922;Descrição do Produto 4922;49.4;152;1;5
4923;Produto 4923;Descrição do Produto 4923;144.25;248;5;2
4924;Produto 4924;Descrição do Produto 4924;798.49;371;8;4
4925;Produto 4925;Descrição do Produto 4925;265.95;252;1;2
4926;Produto 4926;Descrição do Produto 4926;784.4;207;2;3
4927;Produto 4927;Descrição do Produto 4927;381.64;373;7;1
4928;Produto 4928;Descrição do Produto 4928;756.43;85;9;1
4929;Produto 4929;Descrição do Produto 4929;780.61;210;9;3
4930;Produto 4930;Descrição do Produto 4930;294.61;365;4;5
4931;Produto 4931;Descrição do Produto 4931;254.53;377;7;4
4932;Produto 4932;Descrição do Produto 4932;63.03;213;7;1
4933;Produto 4933;Descrição do Produto 4933;828.75;11;9;1
4934;Produto 4934;Descrição do Produto 4934;411.95;179;2;2
4935;Produto 4935;Descrição do Produto 4935;596.46;369;3;2
4936;Produto 4936;Descrição do Produto 4936;357.37;51;2;4
4937;Produto 4937;Descrição do Produto 4937;43.04;129;8;1
4938;Produto 4938;Descrição do Produto 4938;870.86;330;10;5
4939;Produto 4939;Descrição do Produto 4939;485.88;179;10;5
4940;Produto 4940;Descrição do Produto 4940;368.33;47;1;1
4941;Produto 4941;Descrição do Produto 4941;965.54;8;4;3
4942;Produto 4942;Descrição do Produto 4942;951.77;219;9;1
4943;Produto 4943;Descrição do Produto 4943;504.13;7;5;4
4944;Produto 4944;Descrição do Produto 4944;718.68;307;5;2
4945;Produto 4945;Descrição do Produto 4945;435.54;386;10;5
4946;Produto 4946;Descrição do Produto 4946;747.87;426;2;2
4947;Produto 4947;Descrição do Produto 4947;164.34;181;7;5
4948;Produto 4948;Descrição do Produto 4948;354.68;234;10;4
4949;Produto 4949;Descrição do Produto 4949;658.46;65;10;3
4950;Produto 4950;Descrição do Produto 4950;260.07;4;5;2
4951;Produto 4951;Descrição do Produto 4951;323.05;316;4;3
4952;Produto 4952;Descrição do Produto 4952;168.96;154;6;5
4953;Produto 4953;Descrição do Produto 4953;558.23;354;7;5
4954;Produto 4954;Descrição do Produto 4954;848.61;444;9;2
4955;Produto 4955;Descrição do Produto 4955;36.61;389;9;3
4956;Produto 4956;Descrição do Produto 4956;384.52;496;5;2
4957;Produto 4957;Descrição do Produto 4957;219.42;3;8;5
4958;Produto 4958;Descrição do Produto 4958;505.87;493;10;3
4959;Produto 4959;Descrição do Produto 4959;272.94;68;9;5
4960;Produto 4960;Descrição do Produto 4960;888.4;88;5;3
4961;Produto 4961;Descrição do Produto 4961;95.92;126;10;3
4962;Produto 4962;Descrição do Produto 4962;968.73;233;2;2
4963;Produto 4963;Descrição do Produto 4963;876.62;77;10;3
4964;Produto 4964;Descrição do Produto 4964;409.55;375;6;4
4965;Produto 4965;Descrição do Produto 4965;920.5;82;2;1
4966;Produto 4966;Descrição do Produto 4966;791.82;19;1;5
4967;Produto 4967;Descrição do Produto 4967;907.25;116;6;4
4968;Produto 4968;Descrição do Produto 4968;805.64;360;6;5
4969;Produto 4969;Descrição do Produto 4969;255.29;279;3;3
4970;Produto 4970;Descrição do Produto 4970;834.12;474;8;4
4971;Produto 4971;Descrição do Produto 4971;279.92;455;8;5
4972;Produto 4972;Descrição do Produto 4972;525.19;156;6;4
4973;Produto 4973;Descrição do Produto 4973;923.22;118;5;2
4974;Produto 4974;Descrição do Produto 4974;875.01;307;3;1
4975;Produto 4975;Descrição do Produto 4975;462.59;429;6;3
4976;Produto 4976;Descrição do Produto 4976;44.22;400;9;4
4977;Produto 4977;Descrição do Produto 4977;69.48;339;6;5
4978;Produto 4978;Descrição do Produto 4978;324.69;425;3;2
4979;Produto 4979;Descrição do Produto 4979;831.78;38;1;2
4980;Produto 4980;Descrição do Produto 4980;579.73;175;9;5
4981;Produto 4981;Descrição do Produto 4981;957.17;488;6;1
4982;Produto 4982;Descrição do Produto 4982;704.79;479;8;5
4983;Produto 4983;Descrição do Produto 4983;70.31;92;2;1
4984;Produto 4984;Descrição do Produto 4984;912.32;138;6;5
4985;Produto 4985;Descrição do Produto 4985;759.45;449;3;1
4986;Produto 4986;Descrição do Produto 4986;796.32;240;4;1
4987;Produto 4987;Descrição do Produto 4987;711.1;120;9;4
4988;Produto 4988;Descrição do Produto 4988;483.83;57;3;2
4989;Produto 4989;Descrição do Produto 4989;641.24;272;10;1
4990;Produto 4990;Descrição do Produto 4990;59.65;78;1;2
4991;Produto 4991;Descrição do Produto 4991;594.76;8;4;4
4992;Produto 4992;Descrição do Produto 4992;873.05;10;4;4
4993;Produto 4993;Descrição do Produto 4993;305.43;415;2;3
4994;Produto 4994;Descrição do Produto 4994;438.81;171;9;3
4995;Produto 4995;Descrição do Produto 4995;696.57;154;3;3
4996;Produto 4996;Descrição do Produto 4996;971.23;262;9;4
4997;Produto 4997;Descrição do Produto 4997;323.86;276;9;1
4998;Produto 4998;Descrição do Produto 4998;189.0;5;6;4
4999;Produto 4999;Descrição do Produto 4999;618.92;324;10;5
5000;Produto 5000;Descrição do Produto 5000;246.85;203;1;1
5001;Produto 5001;Descrição do Produto 5001;959.78;115;1;5
5002;Produto 5002;Descrição do Produto 5002;202.36;43;6;2
5003;Produto 5003;Descrição do Produto 5003;536.54;239;3;4
5004;Produto 5004;Descrição do Produto 5004;874.39;111;9;5
5005;Produto 5005;Descrição do Produto 5005;13.53;247;6;2
5006;Produto 5006;Descrição do Produto 5006;206.16;474;6;3
5007;Produto 5007;Descrição do Produto 5007;470.01;27;10;1
5008;Produto 5008;Descrição do Produto 5008;223.85;373;7;4
5009;Produto 5009;Descrição do Produto 5009;362.22;398;2;5
5010;Produto 5010;Descrição do Produto 5010;985.27;90;7;5
5011;Produto 5011;Descrição do Produto 5011;619.36;86;9;5
5012;Produto 5012;Descrição do Produto 5012;79.0;386;7;5
5013;Produto 5013;Descrição do Produto 5013;471.15;140;3;3
5014;Produto 5014;Descrição do Produto 5014;802.34;287;7;2
5015;Produto 5015;Descrição do Produto 5015;975.11;317;6;1
5016;Produto 5016;Descrição do Produto 5016;407.26;462;10;5
5017;Produto 5017;Descrição do Produto 5017;715.48;395;5;3
5018;Produto 5018;Descrição do Produto 5018;30.11;315;7;3
5019;Produto 5019;Descrição do Produto 5019;510.71;104;8;4
5020;Produto 5020;Descrição do Produto 5020;775.23;138;4;5
5021;Produto 5021;Descrição do Produto 5021;190.6;17;2;5
5022;Produto 5022;Descrição do Produto 5022;196.0;447;1;1
5023;Produto 5023;Descrição do Produto 5023;59.18;245;6;2
5024;Produto 5024;Descrição do Produto 5024;826.81;396;5;5
5025;Produto 5025;Descrição do Produto 5025;400.27;398;4;3
5026;Produto 5026;Descrição do Produto 5026;698.57;313;9;2
5027;Produto 5027;Descrição do Produto 5027;852.59;306;5;4
5028;Produto 5028;Descrição do Produto 5028;376.5;461;3;5
5029;Produto 5029;Descrição do Produto 5029;773.82;305;4;4
5030;Produto 5030;Descrição do Produto 5030;622.19;201;6;2
5031;Produto 5031;Descrição do Produto 5031;463.32;301;10;3
5032;Produto 5032;Descrição do Produto 5032;181.7;64;5;3
5033;Produto 5033;Descrição do Produto 5033;241.1;495;5;3
5034;Produto 5034;Descrição do Produto 5034;309.2;343;3;2
5035;Produto 5035;Descrição do Produto 5035;197.15;11;10;1
5036;Produto 5036;Descrição do Produto 5036;694.01;63;10;2
5037;Produto 5037;Descrição do Produto 5037;54.17;288;10;5
5038;Produto 5038;Descrição do Produto 5038;433.04;130;5;1
5039;Produto 5039;Descrição do Produto 5039;354.38;330;3;1
5040;Produto 5040;Descrição do Produto 5040;855.98;96;6;5
5041;Produto 5041;Descrição do Produto 5041;860.54;93;10;5
5042;Produto 5042;Descrição do Produto 5042;803.61;226;1;1
5043;Produto 5043;Descrição do Produto 5043;481.62;310;5;4
5044;Produto 5044;Descrição do Produto 5044;907.59;10;10;1
5045;Produto 5045;Descrição do Produto 5045;618.19;16;9;3
5046;Produto 5046;Descrição do Produto 5046;932.65;165;9;3
5047;Produto 5047;Descrição do Produto 5047;393.35;107;10;1
5048;Produto 5048;Descrição do Produto 5048;438.85;214;8;5
5049;Produto 5049;Descrição do Produto 5049;440.11;241;5;5
5050;Produto 5050;Descrição do Produto 5050;167.91;440;9;2
5051;Produto 5051;Descrição do Produto 5051;164.04;57;8;4
5052;Produto 5052;Descrição do Produto 5052;928.81;161;6;5
5053;Produto 5053;Descrição do Produto 5053;418.08;103;7;5
5054;Produto 5054;Descrição do Produto 5054;127.33;190;7;2
5055;Produto 5055;Descrição do Produto 5055;761.74;121;2;1
5056;Produto 5056;Descrição do Produto 5056;76.63;212;9;3
5057;Produto 5057;Descrição do Produto 5057;398.91;39;3;4
5058;Produto 5058;Descrição do Produto 5058;475.59;341;2;1
5059;Produto 5059;Descrição do Produto 5059;173.89;268;1;5
5060;Produto 5060;Descrição do Produto 5060;811.77;337;8;3
5061;Produto 5061;Descrição do Produto 5061;765.66;271;9;2
5062;Produto 5062;Descrição do Produto 5062;884.15;372;8;3
5063;Produto 5063;Descrição do Produto 5063;451.55;256;3;5
5064;Produto 5064;Descrição do Produto 5064;748.41;368;7;1
5065;Produto 5065;Descrição do Produto 5065;72.06;59;6;5
5066;Produto 5066;Descrição do Produto 5066;750.95;145;5;1
5067;Produto 5067;Descrição do Produto 5067;951.39;48;6;3
5068;Produto 5068;Descrição do Produto 5068;839.89;188;1;5
5069;Produto 5069;Descrição do Produto 5069;888.05;118;1;4
5070;Produto 5070;Descrição do Produto 5070;993.59;496;9;5
5071;Produto 5071;Descrição do Produto 5071;774.76;321;4;2
5072;Produto 5072;Descrição do Produto 5072;309.95;55;5;4
5073;Produto 5073;Descrição do Produto 5073;525.7;65;8;2
5074;Produto 5074;Descrição do Produto 5074;482.83;236;6;2
5075;Produto 5075;Descrição do Produto 5075;484.44;260;10;5
5076;Produto 5076;Descrição do Produto 5076;739.82;46;4;2
5077;Produto 5077;Descrição do Produto 5077;581.16;113;6;5
5078;Produto 5078;Descrição do Produto 5078;443.1;227;9;4
5079;Produto 5079;Descrição do Produto 5079;933.94;496;5;3
5080;Produto 5080;Descrição do Produto 5080;605.78;129;5;4
5081;Produto 5081;Descrição do Produto 5081;476.64;122;4;3
5082;Produto 5082;Descrição do Produto 5082;733.8;440;6;4
5083;Produto 5083;Descrição do Produto 5083;896.72;464;1;3
5084;Produto 5084;Descrição do Produto 5084;823.64;213;1;4
5085;Produto 5085;Descrição do Produto 5085;342.0;188;6;2
5086;Produto 5086;Descrição do Produto 5086;904.02;106;4;3
5087;Produto 5087;Descrição do Produto 5087;188.46;57;5;5
5088;Produto 5088;Descrição do Produto 5088;957.6;304;9;5
5089;Produto 5089;Descrição do Produto 5089;622.39;396;8;2
5090;Produto 5090;Descrição do Produto 5090;939.2;108;5;2
5091;Produto 5091;Descrição do Produto 5091;803.21;215;5;1
5092;Produto 5092;Descrição do Produto 5092;15.25;114;9;4
5093;Produto 5093;Descrição do Produto 5093;363.21;368;10;5
5094;Produto 5094;Descrição do Produto 5094;782.66;489;5;1
5095;Produto 5095;Descrição do Produto 5095;91.0;83;3;3
5096;Produto 5096;Descrição do Produto 5096;624.18;53;8;4
5097;Produto 5097;Descrição do Produto 5097;77.76;488;2;2
5098;Produto 5098;Descrição do Produto 5098;565.48;22;10;3
5099;Produto 5099;Descrição do Produto 5099;566.49;340;4;5
5100;Produto 5100;Descrição do Produto 5100;734.71;393;3;4
5101;Produto 5101;Descrição do Produto 5101;972.9;84;4;3
5102;Produto 5102;Descrição do Produto 5102;280.91;294;10;5
5103;Produto 5103;Descrição do Produto 5103;228.8;270;3;2
5104;Produto 5104;Descrição do Produto 5104;609.19;134;2;1
5105;Produto 5105;Descrição do Produto 5105;413.13;320;2;4
5106;Produto 5106;Descrição do Produto 5106;838.89;267;1;5
5107;Produto 5107;Descrição do Produto 5107;39.91;55;6;1
5108;Produto 5108;Descrição do Produto 5108;887.71;337;5;1
5109;Produto 5109;Descrição do Produto 5109;764.06;488;4;2
5110;Produto 5110;Descrição do Produto 5110;981.69;340;9;5
5111;Produto 5111;Descrição do Produto 5111;847.56;118;3;3
5112;Produto 5112;Descrição do Produto 5112;996.81;238;5;2
5113;Produto 5113;Descrição do Produto 5113;633.27;461;7;4
5114;Produto 5114;Descrição do Produto 5114;175.29;293;3;3
5115;Produto 5115;Descrição do Produto 5115;814.99;365;6;3
5116;Produto 5116;Descrição do Produto 5116;751.28;274;1;5
5117;Produto 5117;Descrição do Produto 5117;964.11;78;6;1
5118;Produto 5118;Descrição do Produto 5118;709.06;358;9;2
5119;Produto 5119;Descrição do Produto 5119;392.22;109;5;3
5120;Produto 5120;Descrição do Produto 5120;631.75;39;9;1
5121;Produto 5121;Descrição do Produto 5121;714.66;159;5;4
5122;Produto 5122;Descrição do Produto 5122;382.23;467;7;2
5123;Produto 5123;Descrição do Produto 5123;400.29;357;4;1
5124;Produto 5124;Descrição do Produto 5124;712.73;303;3;4
5125;Produto 5125;Descrição do Produto 5125;930.04;478;1;5
5126;Produto 5126;Descrição do Produto 5126;747.76;411;8;5
5127;Produto 5127;Descrição do Produto 5127;574.69;115;6;1
5128;Produto 5128;Descrição do Produto 5128;258.46;150;10;5
5129;Produto 5129;Descrição do Produto 5129;863.64;433;2;2
5130;Produto 5130;Descrição do Produto 5130;155.48;23;2;5
5131;Produto 5131;Descrição do Produto 5131;236.28;16;8;3
5132;Produto 5132;Descrição do Produto 5132;916.27;73;5;3
5133;Produto 5133;Descrição do Produto 5133;644.71;423;5;1
5134;Produto 5134;Descrição do Produto 5134;560.38;66;7;3
5135;Produto 5135;Descrição do Produto 5135;281.25;245;9;1
5136;Produto 5136;Descrição do Produto 5136;567.92;55;10;5
5137;Produto 5137;Descrição do Produto 5137;174.45;90;6;3
5138;Produto 5138;Descrição do Produto 5138;123.93;446;8;3
5139;Produto 5139;Descrição do Produto 5139;839.43;468;7;2
5140;Produto 5140;Descrição do Produto 5140;859.52;76;8;4
5141;Produto 5141;Descrição do Produto 5141;322.16;359;9;4
5142;Produto 5142;Descrição do Produto 5142;844.3;290;8;2
5143;Produto 5143;Descrição do Produto 5143;976.64;425;4;4
5144;Produto 5144;Descrição do Produto 5144;253.46;316;7;1
5145;Produto 5145;Descrição do Produto 5145;714.62;131;6;4
5146;Produto 5146;Descrição do Produto 5146;857.43;336;1;1
5147;Produto 5147;Descrição do Produto 5147;616.26;272;5;2
5148;Produto 5148;Descrição do Produto 5148;505.62;71;9;4
5149;Produto 5149;Descrição do Produto 5149;458.16;163;10;1
5150;Produto 5150;Descrição do Produto 5150;126.59;408;10;4
5151;Produto 5151;Descrição do Produto 5151;498.55;77;6;1
5152;Produto 5152;Descrição do Produto 5152;567.97;456;3;3
5153;Produto 5153;Descrição do Produto 5153;93.99;500;1;3
5154;Produto 5154;Descrição do Produto 5154;494.42;354;2;1
5155;Produto 5155;Descrição do Produto 5155;273.01;222;9;2
5156;Produto 5156;Descrição do Produto 5156;58.3;5;7;3
5157;Produto 5157;Descrição do Produto 5157;677.16;296;5;5
5158;Produto 5158;Descrição do Produto 5158;844.16;479;4;2
5159;Produto 5159;Descrição do Produto 5159;368.53;309;6;5
5160;Produto 5160;Descrição do Produto 5160;915.12;490;7;5
5161;Produto 5161;Descrição do Produto 5161;590.31;471;9;5
5162;Produto 5162;Descrição do Produto 5162;215.45;15;6;4
5163;Produto 5163;Descrição do Produto 5163;990.23;336;4;5
5164;Produto 5164;Descrição do Produto 5164;900.74;53;10;4
5165;Produto 5165;Descrição do Produto 5165;154.26;26;4;2
5166;Produto 5166;Descrição do Produto 5166;80.83;246;10;1
5167;Produto 5167;Descrição do Produto 5167;586.3;47;7;5
5168;Produto 5168;Descrição do Produto 5168;494.82;426;5;3
5169;Produto 5169;Descrição do Produto 5169;126.38;164;2;5
5170;Produto 5170;Descrição do Produto 5170;484.04;28;4;5
5171;Produto 5171;Descrição do Produto 5171;161.46;208;6;5
5172;Produto 5172;Descrição do Produto 5172;539.86;362;8;1
5173;Produto 5173;Descrição do Produto 5173;539.65;292;8;4
5174;Produto 5174;Descrição do Produto 5174;166.65;182;10;2
5175;Produto 5175;Descrição do Produto 5175;576.51;457;6;3
5176;Produto 5176;Descrição do Produto 5176;119.37;270;10;2
5177;Produto 5177;Descrição do Produto 5177;409.04;478;10;2
5178;Produto 5178;Descrição do Produto 5178;580.42;34;8;1
5179;Produto 5179;Descrição do Produto 5179;240.0;53;1;2
5180;Produto 5180;Descrição do Produto 5180;135.59;402;9;3
5181;Produto 5181;Descrição do Produto 5181;661.72;181;8;5
5182;Produto 5182;Descrição do Produto 5182;401.0;412;7;3
5183;Produto 5183;Descrição do Produto 5183;360.49;384;1;2
5184;Produto 5184;Descrição do Produto 5184;820.11;417;5;3
5185;Produto 5185;Descrição do Produto 5185;824.24;234;8;5
5186;Produto 5186;Descrição do Produto 5186;508.49;450;7;3
5187;Produto 5187;Descrição do Produto 5187;165.0;152;5;5
5188;Produto 5188;Descrição do Produto 5188;658.01;123;4;1
5189;Produto 5189;Descrição do Produto 5189;209.8;88;1;4
5190;Produto 5190;Descrição do Produto 5190;315.58;198;10;2
